,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,idx_bars_confidence,idx_bars_start,idx_beats_confidence,idx_beats_start,idx_sections_confidence,idx_sections_start,idx_segments_confidence,idx_segments_loudness_max,idx_segments_loudness_max_time,idx_segments_loudness_start,idx_segments_pitches,idx_segments_start,idx_segments_timbre,idx_tatums_confidence,idx_tatums_start,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,analyzer_version,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,track_7digitalid,idx_artist_mbtags,year
51,22050,175c2bc1ee41beecd6a5d3492b73b65d,0.0,152.68526,0.473,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.453,-13.675,1,0.346,146.727,89.747,4,0.122,TRMMMLF128F4228771,,134035,0.408627746291,0.300107240409,AREWP0C1187B9B7B58,,,,2b5c26ec-1442-4026-bf8b-e7fb5bc6624a,Leo Marini,54400,,0,0,Éxitos Del Romántico De Siempre,233533,0.430160637018,SOLGCKQ12A8AE47CFA,Acércate Más,2561978,0,0
52,22050,d3276c4dd74b0deb80727601cb6a7355,0.0,137.50812,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.887,-11.214,0,0.714,134.362,89.839,4,0.989,TRMMMXD128F932AD86,,32384,0.467742290909,0.375614375269,ARO5ZS41187FB5C40D,35.21553,"Erick, OK",-99.86665,42b26772-c5a8-4af5-9fbb-d63593a48a29,Sheb Wooley,-1,,0,0,Country & Western,548439,0.0,SOZOAEF12AB017F0A9,Mule Boogie,6065990,0,1993
53,22050,323129b782583c0588e7375b576a3f4d,0.0,349.98812,0.357,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437,-15.698,1,0.347,331.372,109.398,4,0.0,TRMMMQA128F14A454A,,13832,0.747939215284,0.561394074956,ARCXKY91187B9ACA99,,"Nanaimo, Canada",,67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98,Diana Krall,4071,,0,0,The Look Of Love,60300,0.61625121853,SOHMYGC12A6D4FAC4B,Dancing In The Dark,624976,0,2001
54,22050,f1954b3379db79a11f9f46f0751b239a,0.0,201.1424,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.896,-11.477,1,0.852,197.364,114.493,4,0.6,TRMMMGL128F92FD6AB,,16371,0.450149395295,0.347994069006,ARMTBVR1187B99A24A,,,,f7f182b1-9659-4086-b9f2-837649c4d43a,Clifford T. Ward,-1,,0,0,Change of Heart,614712,,SOHSSPG12A8C144BE0,Mad About You,6833759,0,2003
55,22050,f9a7ff2c0433d8323ee187f0455ddd42,0.0,130.0371,2.763,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-8.014,1,0.216,123.878,181.257,1,0.0,TRMMMJM128F42648D0,,54504,0.5557649996,0.376514231215,ARXZIHJ1187B9A4ED9,41.94508,"Attleboro, MA",-71.28109,b84dfb67-c437-4ccc-b512-1073fd4612eb,Ray Conniff;Billy Butterfield,8531,,0,0,Just Kiddin' Around,282841,,SOCBSOR12A8C1314DD,Heartaches,3156757,0,0
56,22050,9ff89823dd0884978298feb1f6c3c8d8,0.0,113.37098,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.43,-4.715,0,0.426,113.371,121.931,3,0.724,TRMMMHB128F92F0E3C,,453897,0.563502958183,0.438399455431,ARNIZZT1241B9CE19E,,,,f2ddd6e8-ef48-4d65-8940-a755491a5fde,Weekend Nachos,-1,,0,0,Unforgivable,610144,0.594765312258,SOOKLXI12A8C142FB0,Pain Over Acceptance,6782190,0,0
57,22050,99fc682515b03759157d4825596679dc,0.0,224.46975,0.142,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.762,-8.835,1,0.744,212.085,118.028,4,0.998,TRMMWMW12903CC6062,,61182,0.62107622967,0.484825338629,ARZNFNV1187FB3DA62,36.15398,"Tulsa, OK",-95.99277,98b31574-fa4c-4cf1-bf32-681f7df45fe3,Joe Diffie,2991,,0,0,The Ultimate Hits,585650,,SOYMTVV12A58A7C2D6,Ships That Don't Come In,6495091,0,1992
58,22050,fc3d4756952b3b8b810e82c02bddba96,0.0,232.82893,0.142,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.668,-9.313,1,0.63,221.466,95.853,4,0.214,TRMMWDA128F9343B5B,,23817,0.604296587266,0.437987748288,ARKE7ZQ1187FB504BB,,"Jacksonville, FL",,d6d0b51f-1b65-4643-a679-cf4d0c0f3915,Blackfoot,41092,,0,0,Rick Medlocke & Blackfoot,513241,,SODQHXQ12AB0189AE0,Saturday Night  (LP Version),5683011,0,0
59,22050,7e99bdf74746e29da7432ea181126153,0.0,200.09751,3.059,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.882,-8.521,1,0.799,191.187,75.507,4,0.235,TRMMWMT128F9320CFD,,308227,0.59541445909,0.417098859814,ARL62M311C8A4213F2,,,,7700b801-de15-4c91-a641-387839e371e2,Katie Armiger,-1,,0,0,My Christmas,500094,0.0,SOFSJXP12AB017E676,I Just Want To Be With You This Christmas,5538894,0,0
60,22050,a99a7287bf47d96a6de7a09966538a8e,0.0,250.98404,0.165,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.322,-4.264,1,0.539,238.039,135.598,4,1.0,TRMMWDL128F9300D5D,,415645,0.619206537657,0.14468466091,AR9HLK81187B9AB1C3,42.88544,"Buffalo, NY",-78.87846,996e9b51-4fbf-44a8-97d6-290cd404c5fd,Stemm,-1,,0,0,Songs for the Incurable Heart,616041,0.473346541109,SOHGZWM12AAA8C86EA,On the Surface,6847850,0,2005
61,22050,00b0b509a74ae70b24206d657345dc74,0.0,244.40118,2.183,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.22,-9.759,1,0.428,230.986,101.028,3,1.0,TRMMWJS12903CBB7F5,,10173,0.87253659867,0.610731462904,AR12F2S1187FB56EEF,,"Boston, MA",,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,39,,0,0,Night In The Ruts,581758,,SOLBDWO12AB0188CC2,Remember (Walking In The Sand),6450950,0,1979
62,22050,c451e0895a89c814ae1b9a8542b68eaa,0.0,194.29832,0.879,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.562,-20.896,0,0.482,185.539,121.421,7,1.0,TRMMWOM12903CB21B8,,2782,0.427009595772,0.28974076939,AR16FF01187B98E24E,32.77815,"Dallas, TX",-96.7954,10e5004d-c636-4f6f-8cf6-deefe007764e,Hot Lips Page,21242,,0,0,Singin' The Blues,577469,0.288481642656,SOUHTYT12AB0189D1C,Just Another Woman,6411760,0,0
63,22050,9ef354ec53fc8dcf84e2b397b6f09b95,0.0,12.2771,0.38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,-14.337,0,0.0,12.277,0.0,1,0.0,TRMMWYF128F42557B7,,149694,0.458147934464,0.324318779593,ARLVDM31187B98C2BB,,,,e7319465-1bed-432b-a540-cb16c264f214,David Fridlund,-1,,0,0,Amaterasu,198774,,SOVUFFC12AC9E16242,untitled,2169433,0,2004
64,22050,1c04cde3650de93f1eabc06b1214bd3d,0.0,152.24118,0.084,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.966,-6.768,1,0.99,152.241,128.175,1,0.0,TRMMWZE12903D0EB43,,436915,0.548457981763,0.401557596973,AR72PJV1187B9A72CE,,,,9ed7f525-dcc3-46bb-911f-3fd22b28c519,Kultiration,-1,,0,0,Om Gaia,700140,,SOEBDKM12AC4686D3A,Bakslag,7767984,0,2004
65,22050,bdad4f8d5332e2939a20c61971114a24,0.0,300.72118,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.448,-5.036,1,0.525,287.347,119.997,4,1.0,TRMMWVS12903CDD6FB,,387386,0.483697664328,0.377215543357,AR76EV61187FB541DD,,,,44768ab3-fedf-4305-9b2a-cf98c97c8d44,Ewigkeit,160600,,0,0,Radio Ixtlan,681724,,SOPJNRJ12A8C1461C4,The New Way,7565788,0,2004
66,22050,e8568b40aa138c31f6fc7eca3f04504d,0.0,162.14159,0.084,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.111,-12.391,0,0.509,154.662,99.968,4,1.0,TRMMWRC128F93647F7,,125282,0.679035298865,0.398981469164,ARNFVG61187FB3EB6C,,California,,804adff4-9f7b-49d9-9585-6c73fb33e5aa,JOHN DOE,12618,,0,0,In My Own Cage,655002,0.0,SOUVPJZ12AB018218C,Suffer,7257771,0,0
67,22050,918f94a89fd2873ba82c0857f1f5779e,0.0,350.56281,0.065,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.415,-7.05,1,0.437,329.787,97.203,4,0.763,TRMMWCK128F92D4800,,164995,0.504153937599,0.439398895954,ARQGYAE11F4C846DF6,,,,cef8066e-75dd-41b4-8e29-59c1a7e007dc,Alpha 5.20,-1,,0,0,Rakailles 4,321358,,SONUZSW12AAA15EA65,Cités dortoires (feat. 59 Grammes),3619613,0,0
68,22050,b29ac7cd29f942cddcec42c382eae792,0.0,194.5073,0.218,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.72,-4.668,1,0.543,191.292,140.025,5,1.0,TRMMWLD128F9301BF2,,8271,0.609754379091,0.408470586106,ARE592P1187B99F3A7,,,,3e9c5302-782c-4bd9-99f0-76ed93c38f3a,Tonex,8002,,0,0,Unspoken,397813,0.334706549069,SOGBBEE12AB017ED6A,Bring It,4422553,0,0
69,22050,1377db94ba4d002bd9253dfa57dae8e2,0.0,200.6722,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.689,-6.873,1,0.669,195.698,154.004,4,0.978,TRMMWKH128F4280BCD,,227254,0.629282127129,0.439823122568,ARZG7JE11C8A422B60,,,,abe48bc0-d3fa-49ed-84ee-ed30df8bf16a,Chasen,69630,,0,0,Shine Through The Stars,292757,,SOPBCNI12AF729FE49,You And I,3283071,0,2008
70,22050,3cfe5ae81561d1525e9209eafe3f7cee,0.0,315.32363,0.258,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.514,-9.382,1,0.456,304.448,191.869,3,0.445,TRMMWBU128F930B7CF,,396809,0.423487552992,0.336316188937,AR6WOPD1187B98D9BB,34.05349,California - LA,-118.24532,af762387-4e82-4bf4-840c-4987cfa674c9,Finis Tasby,-1,,0,0,What My Blues Are All About,536619,,SOYKRSW12AB018078B,Sitting In My Window (Finis Tasby BMI),5935766,0,0
71,22050,975e60cd68b44d005fbe8e5728c68d9e,0.0,531.17342,2.177,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.235,-11.258,0,0.098,527.552,126.017,4,0.907,TRMMWCD128F9343198,,478504,0.496375093595,0.400220682363,AREPABD12420780ABB,,,,139ff1fb-ec28-4142-916d-5f2813992cdd,Ogris Debris,-1,,0,0,Black Label #57,642136,0.304169503435,SORASFZ12AB01828C7,Raid The Itch,7120778,0,0
72,22050,5128e040d5a77fc73accdac1c9c2279f,0.0,279.30077,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.939,-6.772,1,0.659,271.029,125.737,4,0.193,TRMMWNY12903CF28D2,,4075,0.691744457552,0.471398997844,ARUQFUJ1187FB42AEC,41.88415,"Chicago, IL",-87.63241,970fb29f-e288-403e-a388-d2a7889bfa47,Warren Zevon,10751,,0,0,The Wind,689584,0.504034340805,SOVOIOQ12AC4688FAC,The Rest of the Night,7652341,0,2003
73,22050,e2db9af8d841ccc8bba179b50f8a5788,0.0,241.78893,0.194,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-9.089,1,0.905,238.788,91.974,4,0.13,TRMMWMT128F9345B1B,,348957,0.179311748211,0.0,ARJ8JOU1187B9A572F,49.38426,CANADA - Ontario,-84.75627,cd43b5c2-1205-4aa8-910e-99ba9b2ac2a0,Andrea Klas,-1,,0,0,Orion,471585,0.0,SOXAGQZ12AB018A089,Ride,5241883,0,0
74,22050,6bbd4d7431f1c623c564a47a7d3fe4d7,0.0,322.71628,0.212,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.766,-7.889,1,0.338,319.083,89.982,4,0.167,TRMMWNB12903C9A959,,32403,0.549336519471,0.40069053808,ARR9LD61187B990883,55.8578,"Glasgow, Scotland",-4.24251,5c42c9cf-5833-41d8-b600-177e70894046,The Soup Dragons,-1,,0,0,This Is Our Art,569813,,SOLFMLX12AB0186EB5,Passion Protein,6313869,0,1988
75,22050,9a66fd9ea82e792b057ba25cc83a9617,0.0,192.49587,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.462,-4.871,1,0.574,187.977,213.979,4,1.0,TRMMWQF12903CC0CAC,,579026,0.651981428735,0.441646964055,ARFKWCR1269FCD4C75,,,,d5d47951-4292-42e7-b8f0-14d9d9cc7f0f,Write This Down,218485,,0,0,Write This Down,805061,0.587312037589,SOSNKHA12AB0185BD6,Redemption,8899051,0,2010
76,22050,3e1724d83e189b855f275fe52103219c,0.0,279.84934,0.293,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.765,-11.818,1,0.638,273.966,120.013,4,0.272,TRMMWVB128F9312434,,173090,0.420604908151,0.300935960284,ARIBQTP1187B98C602,,,,b5408434-c2ad-4edd-9b9f-dd68aeabee07,Radio Macandé,123255,,0,0,Radio Macandé,271545,0.0,SOLOUIH12AB018146C,Dame Tus  Besos,5963809,0,0
77,22050,61040c000baa1e9156b876b44d5c7b64,0.0,225.95873,0.299,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.172,-8.988,1,0.26,219.283,125.492,4,0.0,TRMMWTJ128F9342FE6,,168703,0.515847654169,0.353124990046,ARCP8YG1187B997D72,52.88356,UK - England - South East,-1.97406,e3f40d48-8f70-4654-9bdf-4a4ce1c95642,Claire Hamill,-1,,0,0,Touchpaper,557522,,SOKWWCO12AB0187D70,Don't Prolong the Agony (Bonus Track),6165619,0,0
78,22050,1fff2f64db27c71050166e9c7e81fbd6,0.0,253.23057,0.073,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.643,-5.943,1,0.137,247.391,191.927,4,0.082,TRMMWVS12903CD1D03,,9140,0.423738177176,0.0,ARMORI81187FB5B1AD,,,,50eaf061-e265-434a-937f-09289270d08a,Kruiz,-1,,0,0,Kruiz-1,811431,,SODXEOD12AB018EC03,Dalny svet (bonus 2003),8969250,0,0
79,22050,93b56f0b2a33f3602be00611ac9587bf,0.0,180.13995,0.324,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.297,-21.25,0,0.363,175.148,123.172,4,0.204,TRMMWIH12903CF90F8,,3648,0.415287181859,0.319074623895,ARV5O111187B9A3F3A,47.61002,Bellevue Washington USA,-122.18755,da1faeaa-82c8-4072-b40f-0f7f2e1efe76,Carl Davis,16333,,0,0,DAVIS_ C.: Alice in Wonderland [Ballet] (Prague City Philharmonic_ Davis),737170,,SONHPZT12AC90970C3,Alice in Wonderland: Act I: The Caucus Race,8167012,0,0
80,22050,6110a3f4d515f540d3b5ce835bc78916,0.0,195.10812,0.349,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.449,-4.585,0,0.568,189.742,164.452,1,0.201,TRMMWNW128F931511B,,17037,0.605815297054,0.470577118197,AR5SHMY1187FB3D71A,,,,3e356f2a-3501-4e68-8eff-f77d582c066a,Brigitte Fontaine,65610,,0,0,Dévaste-Moi,624358,0.246865094453,SOHQYYJ12AB0183B6D,Le mauvais coton,6931310,0,1990
81,22050,025884b4152614dc4f85b9387bcd52e0,0.0,241.162,1.146,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.793,-20.523,1,0.577,224.049,166.401,4,0.83,TRMMWWF12903CAD485,,141602,0.504424856033,0.304310732964,AR3EVEE1187B9994B7,18.11526,Jamaica,-77.27348,f564b042-1bec-4990-b730-151a0a8fd59a,Abijah,-1,,0,0,Fatis Presents Abijah,664392,,SOIOKZN12AB01857C2,Love Can Change feat. Nadine Sutherland,7367180,0,0
82,22050,ff8e27808647c8346c9a74a6783232ff,0.0,480.05179,3.959,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.806,-19.469,0,0.658,477.147,125.159,4,0.848,TRMMWFG128F92DFAA2,,22934,0.497529830916,0.391801480322,ARXWUOT120AB95E347,61.49781,Tampere,23.76226,e15f60f3-32c7-46eb-a7a7-43026b7b5fcb,Hex,-1,,0,0,Tone Tales From Tomorrow,430813,,SOMPUGR12A8C146F57,Subtek,4807533,0,0
83,22050,217b75ac20f2497701891526081ea681,0.0,218.53995,0.171,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.86,-5.164,0,0.647,210.889,82.009,3,0.519,TRMMWPD128F4247095,,31711,0.586126239415,0.416823978537,AR9TMXT1187B99AEDC,51.16418,GERMANY,10.45415,b13f113c-22f1-4b16-9719-69200dc58e00,X-Perience,-1,,0,0,Lost In Paradise,271240,,SODMDUM12A6D4FCEE4,Dream Of Love,3017571,0,2006
84,22050,4ebfeb7567f421a4a32a982640227066,0.0,394.23955,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,-7.122,1,0.267,379.629,168.837,3,0.671,TRMMWQU12903CF447F,,182216,0.700119954066,0.534383741792,AR73P6T1187B994881,62.19845,SWEDEN,17.55142,af723a8a-d3db-46c2-82a3-201dde8fa27f,Diablo Swing Orchestra,-1,,0,0,Sing-Along Songs for the Damned and Delirious,602123,0.730161384887,SONVYNC12AB0184ECC,Lucy Fears the Morning Star,6685307,0,2009
85,22050,3d9040368190cdf14261668df4d39870,0.0,215.09179,0.298,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.427,-26.023,1,0.482,192.592,132.37,1,0.0,TRMMWTW128F42783DD,,2981,0.705287678078,0.517298018026,AR039B11187B9B30D0,,"NEW YORK, New York",,fb9719bf-c477-4223-b319-986eb4168a91,John Williams,5226,,0,0,English Guitar Music,289345,,SOPHQEL12A8C1357CC,Fool on the Hill,3247895,0,0
86,22050,57e521cfd7b0a0f0adf5411ee61426b4,0.0,356.51873,0.067,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.058,-4.634,1,0.446,344.335,82.17,4,0.0,TRMMWXK12903CDED07,,185422,0.664265988675,0.427148606951,ARHC7VF1187FB59B98,43.64856,"Toronto, Ontario, Canada",-79.38533,19202b40-eb93-48a0-b6fc-fce9568182aa,Fucked Up,203496,,0,0,Hidden World,682269,0.660560037355,SOLQULR12AB018D726,Baiting the Public,7571439,0,2006
87,22050,bd26e39fbda47524d2cf02efb7bdc133,0.0,258.53342,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.588,-13.031,1,0.644,249.382,131.061,4,0.777,TRMMWHH128EF34A6C9,,56387,0.464807726204,0.367066705547,AR0XJ291187FB45855,39.75911,"Dayton, Ohio",-84.19444,c118502c-e6ce-40a7-b4e1-1a1a5bb3fb19,Drexel,55654,,0,0,TheBloodyTransylvaniaStreetMachine,71767,,SOKXBTF12A6BD4F3AD,Death Acceptor,753098,0,0
88,22050,0f5c4cb1df867af41e473d067e1d7d1f,0.0,154.85342,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.594,-9.336,0,0.414,145.479,150.887,4,0.853,TRMMWHJ128F42869B2,,18580,0.590994223819,0.475026044388,AR3UY051187B9A922A,34.13602,"Glendora, CA",-117.86483,ea9889a3-539d-4549-bff3-cb721b989aa2,The Surfaris,-1,,0,0,100 Years of Surfing,219226,,SOPFHPD12A8C1407F6,Wipeout,2391680,0,1988
89,22050,dcd5eb33881953e6aaa81ba3edd49dee,0.0,11.75465,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.195,-7.598,1,0.466,11.755,47.649,1,0.0,TRMMWAO128F93182D2,,3737,0.603382767951,0.449423634694,AR2P71H1187B9B8C00,,DE,,2e0d05e0-d147-46e6-be51-8ffed2a9e0da,Kool Savas,2308,,0,0,Die besten Tage sind gezählt,407754,,SOORUNH12AB0182395,Fick uns,4536351,0,0
90,22050,c84f76bee9b617f1bcc40a0c9b843be5,0.0,298.05669,2.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.624,-4.186,1,0.725,298.057,93.052,4,0.293,TRMMWVG12903CBF769,,467711,0.480254177975,0.413624753645,ARLQPCR12086C1188A,,,,be9c8fc0-0dfd-45eb-a4dd-fec3ba8a8499,Prinz Porno,-1,,0,0,Blackbooked No. 2 - Jung_ schön und stylish,715013,0.212045405484,SOAOSWS12AB0189131,Wir Sind Die Jungs feat. Din & Smexer,7930599,0,0
91,22050,fe4fa4d807a030f7a25eeff25b0e2196,0.0,291.68281,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.267,-5.51,1,0.324,283.678,163.931,4,0.613,TRMMWBR128F930E399,,333413,0.531735682508,0.304220653556,ARDBUTG1187FB5531E,,,,dc18ce1a-a4b6-4844-a5cb-ece11b7e9ee7,Lord T & Eloise,-1,,0,0,Aristocrunk,450928,,SOYTTYG12AB017F85E,Make Dat Monet,5008004,0,0
92,22050,6b35d81e2ce11c5152bd7754b8a0eba3,0.0,329.40363,6.269,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.53,-8.135,0,0.438,299.148,144.005,4,0.432,TRMMWWE12903D067F2,,16715,0.613547419192,0.410691583747,AR8AJC81187B9AE2F5,40.99471,Pennsylvania,-77.60454,a9859125-d2c2-498e-a20b-b98dff2957a4,Kingdom Come,-1,,0,0,Ain't Crying for the Moon,787050,0.3759843015,SOUIUYF12AC3DF998F,Two Legged Sheep,8709880,0,2006
93,22050,5f3e96013bf4cd1bceaf582bdca6e052,0.0,259.99628,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,-5.652,0,0.562,255.623,93.384,4,0.784,TRMMWAO128F42A53EB,,8171,0.641150864963,0.486167858183,AR4T2NV1187B997CF3,,,,d61ab6ed-81e4-48fa-9c7b-f952f08ac929,Gemelli Diversi,665,,0,0,4 x 4,303644,0.481694146614,SOJGKAD12A58A7D1FF,Chi Sei Adesso,3435240,0,2009
94,22050,a590102e7ff64842f771cb9422e4cec5,0.0,168.33261,0.177,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.238,-3.438,0,0.327,163.654,141.063,4,0.168,TRMMWCX128F92EF4C8,,356687,0.645128004394,0.461116412395,ARYNKUB1187B995EDE,,,,6a5f768c-db43-461a-8e58-658084ebe84d,Alice In Videoland,-1,,0,0,Outrageous,609684,0.568588922374,SOCKLYJ12A8C14017E,Stuck On My Vision,6775669,0,2005
95,22050,d61b40372fb4893535d94551aaf57b50,0.0,200.28036,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.355,-7.405,0,0.269,188.418,97.077,4,0.465,TRMMWSE128F93041C5,,144698,0.276202321321,0.394105271937,AR2UHZT1187FB5033D,,,,44be840b-bc58-4f43-8321-2675b4d72b2a,Kristian Meurman,32879,,0,0,Galaksi,488274,,SOMOSWT12AB017CD5A,Joku muu,5421069,0,2009
96,22050,80c83e0af75d5737e5407dae326a5963,0.0,179.59138,3.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.794,-8.754,0,0.682,165.523,168.024,4,0.703,TRMMWJP12903CD8807,,25681,0.685804311066,0.447921543757,ARWC7G01187B9A9CC5,34.05349,California - LA,-118.24532,f6cfa4fb-5f91-4a90-a1c5-bb083cead82c,Felt,-1,,0,0,Felt 3: A Tribute To Rosie Perez [Instrumentals & Acapellas],769401,0.253834736132,SOUKOKB12AB018A808,Whaleface (Instrumental),8521087,0,0
97,22050,e4a07b777de5a437c965a7bf483176cc,0.0,251.50649,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,-10.792,1,0.275,249.139,86.2,4,0.479,TRMMWJD12903CC0F05,,482712,0.422661642868,0.253834553554,ARLQFGK1187B98DC2B,,,,b793d363-8d0b-4f11-a798-fa545ed98eb1,Gangster Fun,-1,,0,0,Time Flies When You're Gangster Fun,715502,,SOJLGRD12AB018724F,Brown Paper Bag,7936644,0,1992
98,22050,5ee660e5037e0011d2a68726f1db88df,0.0,194.53342,0.34,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,-14.914,1,0.667,189.492,71.513,1,0.0,TRMMWTG128F4283F07,,3234,0.586746110888,0.433199068755,ARVP8NN1187FB3C1D3,,"Nairobi, Kenya",,80d07b5b-35b1-4d58-a72e-49ac98cba13f,Roger Whittaker,15306,,0,0,Wind Beneath My Wings,293550,0.0,SOZTLAR12A8C1368A9,You Needed Me,3296492,0,1994
99,22050,b14b6a5056e476d7697dc3c15b195855,0.0,225.35791,0.171,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.691,-5.232,1,0.446,221.269,120.115,4,0.666,TRMMWXW128F422976E,,165299,0.533277968682,0.368353280457,AR4CFD51187B9B0FA9,,,,b9f60d4b-f335-48af-9d06-b6344adaffc5,A.Human,-1,,0,0,Third Hand Prophecy,233897,,SOIOAQZ12A8AE472A2,Pacey Singer,2566237,0,2008
100,22050,0020d078109b02dfaaf2fe5f8f51d35c,0.0,258.32444,0.229,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.205,-9.207,0,0.493,249.342,184.879,1,0.148,TRMMWYY128F425E25D,,52164,0.398725288426,0.0,ARFPSZA1241B9C709B,,,,,Beck_ Bogert_ Appice,12637,,0,0,Halloween Classics: Hellbent For Halloween,280260,,SOLTAUK12A8AE4611F,Superstition,3122755,0,0
101,22050,68ec629640996ba239ffc8e5672cce59,0.0,219.79383,0.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.651,-6.106,1,0.604,212.538,130.02,4,0.419,TRMMWMR12903CF8643,,100449,0.642039742685,0.480948813314,ARF0IZS1187B9AE3D7,,Los Angeles CA,,43968c1e-dc13-4559-9568-de8372513377,Tiësto,-1,,0,0,Ride,691645,,SOPRQGM12A58A784F1,Ride,7676296,0,2006
102,22050,57da3385dd3742720f959ca988c7e81b,0.0,250.74893,0.636,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.797,-5.32,1,0.607,250.749,107.989,4,0.997,TRMMWRF128F1462252,,50607,0.838816273605,0.557755674779,AROSI8L1187B9ACD43,,"Los Angeles, CA",,1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,Ice Cube Featuring Chuck D,1836,,0,0,AmeriKKKa's Most Wanted (Explicit),26210,0.41373983586,SOADQCE12A6D4F64B3,Endangered Species (Tales From The Darkside) (Remix) (Explicit) (Feat. Chuck D),282513,0,0
